name,taxid,reads,relative,contributors,coverage,rank,id,agora_id
Streptococcus pseudopneumoniae,257758,54,2.90083152872962e-06,1,0.0019185,species,ERR414343,Streptococcus_pseudopneumoniae_IS7493
Clostridium sp. SY8519,1042156,2989,0.000160566397025423,1,0.0822157,species,ERR414343,Clostridium_sp_SY8519
Streptococcus sp. I-P16,1156433,234,1.25702699578284e-05,1,0.00901966,species,ERR414343,Streptococcus_sp_I_P16
Candidatus Arthromitus sp. SFB-rat-Yit,1041504,81,4.35124729309443e-06,1,0.00416877,species,ERR414343,
Lactobacillus mucosae,97478,414,2.22397083869271e-05,1,0.0132637,species,ERR414343,Lactobacillus_mucosae_LM1
Lactobacillus ginsenosidimutans,1007676,59,3.16942704064903e-06,1,0.00177645,species,ERR414343,
Rubrivivax gelatinosus,28068,208,1.11735732958474e-05,1,0.00321697,species,ERR414343,
Streptococcus sp. HSISM1,1316408,3610,0.000193925959605814,1,0.120612,species,ERR414343,
Bacteroides dorei,357276,528621,0.02839704562127,1,7.19704,species,ERR414343,Bacteroides_dorei_DSM_17855
Bacteroides helcogenes,290053,65824,0.00353600619531664,1,1.28392,species,ERR414343,
Acidaminococcus fermentans,905,336,1.80496184009843e-05,1,0.0112492,species,ERR414343,Acidaminococcus_fermentans_DSM_20731
Coprococcus sp. ART55/1,751585,74929,0.00402511862252188,1,1.87142,species,ERR414343,
Desulfarculus baarsii,453230,81,4.35124729309443e-06,1,0.00172825,species,ERR414343,
Ruminococcus bicirculans,1160721,88741,0.00476708686464806,1,2.33174,species,ERR414343,Ruminococcus_bicirculans_80_3
Sneathia sp. Sn35,1069640,34,1.82644948105198e-06,1,0.00199365,species,ERR414343,
Bifidobacterium scardovii,158787,139,7.46695523135958e-06,1,0.00343281,species,ERR414343,Bifidobacterium_scardovii_JCM_12489
Clostridium bornimense,1216932,203,1.0904977783928e-05,1,0.00437762,species,ERR414343,
[Clostridium] cellulosi,29343,557,2.99215400278222e-05,1,0.0194862,species,ERR414343,
Rhodospirillum centenum,34018,103,5.53306754553983e-06,1,0.00184455,species,ERR414343,
Porphyromonadaceae bacterium ING2-E5B,1562970,2087,0.000112111766675161,1,0.0579531,species,ERR414343,
Clostridium sp. BNL1100,755731,172,9.23968561002768e-06,1,0.00290783,species,ERR414343,
Chromobacterium violaceum,536,195,1.0475224964857e-05,1,0.00320138,species,ERR414343,
alpha proteobacterium HIMB59,744985,33,1.7727303786681e-06,1,0.00182537,species,ERR414343,
Symbiobacterium thermophilum,2734,275,1.47727531555675e-05,1,0.00601492,species,ERR414343,
Eubacterium limosum,1736,3603,0.000193549925889126,1,0.0651038,species,ERR414343,Eubacterium_limosum_KIST612
[Eubacterium] siraeum,39492,46910,0.0025199630928279,2,1.26618,species,ERR414343,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Olsenella sp. oral taxon 807,712411,211,1.13347306029991e-05,1,0.0051028,species,ERR414343,
Streptococcus thermophilus,1308,1861,9.99712495364041e-05,3,0.0756197,species,ERR414343,Streptococcus_thermophilus_LMG_18311
Aggregatibacter aphrophilus,732,86,4.61984280501384e-06,1,0.0027783,species,ERR414343,Aggregatibacter_aphrophilus_NJ8700
Enterococcus faecalis,1351,1889,0.000101475384403153,2,0.0458828,species,ERR414343,Enterococcus_faecalis_OG1RF_ATCC_47077|Enterococcus_faecalis_TX0104|Enterococcus_faecalis_TX1322|Enterococcus_faecalis_TX2134|Enterococcus_faecalis_V583
Desulfotomaculum acetoxidans,58138,118,6.33885408129806e-06,1,0.0020248,species,ERR414343,
Oscillibacter valericigenes,351091,16809,0.00090296439197067,1,0.29327,species,ERR414343,
Eggerthella sp. YY7918,502558,303,1.62768880223162e-05,1,0.0075661,species,ERR414343,Eggerthella_sp_YY7918
Enterococcus faecium,1352,4356,0.000234000409984189,5,0.114019,species,ERR414343,Enterococcus_faecium_TX1330
Bifidobacterium kashiwanohense,630129,598,3.21240232255614e-05,2,0.0198139,species,ERR414343,Bifidobacterium_kashiwanohense_DSM_21854
Streptococcus parasanguinis,1318,2435,0.000130806014304752,2,0.0878236,species,ERR414343,Streptococcus_parasanguinis_ATCC_903
Castellaniella defragrans,75697,196,1.05289440672408e-05,1,0.00386762,species,ERR414343,
[Eubacterium] eligens,39485,463320,0.0248891345165001,1,12.7636,species,ERR414343,Eubacterium_eligens_ATCC_27750
Acidaminococcus intestini,187327,775,4.16323043475084e-05,1,0.0242989,species,ERR414343,Acidaminococcus_intestini_RyC_MR95
Bifidobacterium bifidum,1681,11786,0.000633133340696432,2,0.414259,species,ERR414343,Bifidobacterium_bifidum_BGN4|Bifidobacterium_bifidum_NCIMB_41171|Bifidobacterium_bifidum_PRL2010|Bifidobacterium_bifidum_S17
Faecalibacterium prausnitzii,853,1648428,0.0885520725044576,2,39.3457,species,ERR414343,Faecalibacterium_cf_prausnitzii_KLE1255|Faecalibacterium_prausnitzii_L2_6|Faecalibacterium_prausnitzii_M21_2|Faecalibacterium_prausnitzii_SL3_3
Roseburia intestinalis,166486,764412,0.0410635264914679,2,14.146,species,ERR414343,Roseburia_intestinalis_L1_82
Anaerostipes hadrus,649756,102992,0.00553263779272076,1,2.57911,species,ERR414343,Anaerostipes_hadrus_DSM_3319
Bifidobacterium asteroides,1684,55,2.9545506311135e-06,1,0.00197942,species,ERR414343,
Lactococcus lactis,1358,2810,0.000150950677698708,7,0.0871766,species,ERR414343,
Clostridium pasteurianum,1501,499,2.6805832089557e-05,2,0.0082848,species,ERR414343,
Bifidobacterium breve,1685,2807,0.000150789520391556,3,0.0922949,species,ERR414343,Bifidobacterium_breve_HPH0326|Bifidobacterium_breve_UCC2003_NCIMB8807
Prevotella fusca,589436,240,1.28925845721316e-05,1,0.00573913,species,ERR414343,
[Eubacterium] sulci,143393,544,2.92231916968317e-05,1,0.0243949,species,ERR414343,Eubacterium_sulci_ATCC_35585
Citrobacter freundii,546,569,3.05661692564288e-05,2,0.00817284,species,ERR414343,Citrobacter_freundii_ATCC_8090|Citrobacter_freundii_UCI_31
Streptococcus salivarius,1304,3171,0.000170343273659289,4,0.112474,species,ERR414343,Streptococcus_salivarius_JIM8777
Bifidobacterium longum,216816,112410,0.00603856429897216,11,3.62423,species,ERR414343,Bifidobacterium_longum_DJO10A|Bifidobacterium_longum_E18|Bifidobacterium_longum_infantis_157F_NC|Bifidobacterium_longum_infantis_ATCC_15697|Bifidobacterium_longum_longum_ATCC_55813|Bifidobacterium_longum_longum_BBMN68|Bifidobacterium_longum_longum_CCUG_52486|Bifidobacterium_longum_longum_JCM_1217|Bifidobacterium_longum_longum_JDM301|Bifidobacterium_longum_NCC2705
Enterobacter cloacae,550,16344,0.000877985009362165,6,0.25076,species,ERR414343,Enterobacter_cloacae_EcWSU1
Trueperella pyogenes,1661,1113,5.97893609532605e-05,1,0.0371255,species,ERR414343,Trueperella_pyogenes_MS249
Streptococcus intermedius,1338,122,6.55373049083359e-06,2,0.00480977,species,ERR414343,Staphylococcus_intermedius_ATCC_27335|Streptococcus_intermedius_JTH08
Finegoldia magna,1260,148,7.95042715281452e-06,2,0.00591537,species,ERR414343,Finegoldia_magna_ATCC_29328
Paludibacter propionicigenes,185300,211,1.13347306029991e-05,1,0.0044656,species,ERR414343,
Enterobacter asburiae,61645,319,1.71363936604583e-05,3,0.00511078,species,ERR414343,Enterobacter_asburiae_LF7a
Peptoclostridium difficile,1496,45921,0.00246683490057024,8,0.85713,species,ERR414343,Clostridium_difficile_CD196|Clostridium_difficile_NAP07|Clostridium_difficile_NAP08|Clostridium_difficile_R20291
Streptococcus gordonii,1302,279,1.4987629565103e-05,2,0.00971525,species,ERR414343,Streptococcus_gordonii_str_Challis_substr_CH1
Candidatus Carsonella ruddii,114186,24,1.28925845721317e-06,3,0.0116987,species,ERR414343,
Bifidobacterium adolescentis,1680,253,1.35909329031221e-05,2,0.00919386,species,ERR414343,Bifidobacterium_adolescentis_ATCC_15703
Megasphaera elsdenii,907,793,4.25992481904183e-05,1,0.0249944,species,ERR414343,Megasphaera_elsdenii_DSM_20460
Olsenella uli,133926,587,3.15331130993387e-05,1,0.022314,species,ERR414343,Olsenella_uli_DSM_7084
Veillonella parvula,29466,6770,0.00036367832313888,2,0.245032,species,ERR414343,Veillonella_parvula_Te3_DSM_2008
Bacteroides coprosuis,151276,749,4.02356076855275e-05,1,0.0195274,species,ERR414343,
Azospira oryzae,146939,191,1.02603485553214e-05,1,0.00391334,species,ERR414343,
Ruminococcus champanellensis,1161942,12980,0.000697273948942787,1,0.393454,species,ERR414343,Ruminococcus_champanellensis_18P13
Prevotella intermedia,28131,215,1.15496070125346e-05,1,0.00621238,species,ERR414343,Prevotella_intermedia_17|Prevotella_intermedia_ATCC_25611
Clostridium botulinum,1491,392,2.10578881344817e-05,2,0.00866712,species,ERR414343,Clostridium_botulinum_A_str_ATCC_19397|Clostridium_botulinum_A_str_ATCC_3502|Clostridium_botulinum_A_str_Hall|Clostridium_botulinum_Bf|Clostridium_botulinum_E1_str_BoNT_E_Beluga|Clostridium_botulinum_F_str_230613
Candidatus Mycoplasma girerdii,1318617,18,9.66943842909873e-07,1,0.00226824,species,ERR414343,
Streptobacillus moniliformis,34105,220,1.1818202524454e-05,1,0.0102552,species,ERR414343,
Klebsiella pneumoniae,573,1223,6.56984622154875e-05,2,0.0161481,species,ERR414343,Hafnia_alvei_BIDMC_31|Klebsiella_pneumoniae_pneumoniae_MGH78578
Acholeplasma oculi,35623,53,2.84711242634574e-06,1,0.00260472,species,ERR414343,
Streptococcus mitis,28037,398,2.1380202748785e-05,2,0.0153192,species,ERR414343,Streptococcus_mitis_NCTC_12261
Sulfuritalea hydrogenivorans,748811,89,4.78100011216549e-06,1,0.00182557,species,ERR414343,
Streptococcus anginosus,1328,431,2.31529331274531e-05,1,0.0165089,species,ERR414343,Streptococcus_anginosus_1_2_62CV
Clostridium saccharobutylicum,169679,135,7.25207882182405e-06,1,0.00206155,species,ERR414343,
Adlercreutzia equolifaciens,446660,8281,0.000444847886840926,1,0.225646,species,ERR414343,Adlercreutzia_equolifaciens_DSM_19450
Prevotella ruminicola,839,293,1.57396969984774e-05,1,0.00631403,species,ERR414343,Prevotella_ruminicola_23
Mageeibacillus indolicus,884684,1026,5.51157990458628e-05,1,0.0442206,species,ERR414343,
Tannerella forsythia,28112,1741,9.35249572503383e-05,1,0.0398758,species,ERR414343,Tannerella_forsythia_ATCC_43037
Thioalkalivibrio sulfidiphilus,1033854,78,4.19008998594279e-06,1,0.00175607,species,ERR414343,
Eggerthella lenta,84112,885,4.75414056097355e-05,1,0.0190047,species,ERR414343,Eggerthella_lenta_DSM_2243
Clostridium baratii,1561,273,1.46653149507997e-05,1,0.00637804,species,ERR414343,
Desulfomicrobium baculatum,899,89,4.78100011216549e-06,1,0.00176074,species,ERR414343,
Streptococcus sp. VT 162,1419814,86,4.61984280501384e-06,1,0.00327953,species,ERR414343,
Candidatus Hepatoplasma crinochetorum,295596,26,1.39669666198093e-06,1,0.00308628,species,ERR414343,
Magnetospirillum gryphiswaldense,55518,114,6.12397767176253e-06,1,0.00203674,species,ERR414343,
Streptococcus oligofermentans,195041,52,2.79339332396186e-06,1,0.00189347,species,ERR414343,
Candidatus Saccharibacteria oral taxon TM7x,1476577,54,2.90083152872962e-06,1,0.0059733,species,ERR414343,
Eubacterium rectale,39491,1144192,0.0614649671948186,3,25.516,species,ERR414343,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
Martelella endophytica,1486262,149,8.0041462551984e-06,1,0.00241254,species,ERR414343,
[Clostridium] sticklandii,1511,61,3.27686524541679e-06,1,0.00175219,species,ERR414343,Clostridium_sticklandii_DSM_519
Coriobacteriaceae bacterium 68-1-3,1531429,268,1.43967194388803e-05,1,0.0106268,species,ERR414343,
Thiobacillus denitrificans,36861,101,5.42562934077207e-06,1,0.00270739,species,ERR414343,
Treponema sp. OMZ 838,1539298,131,7.03720241228852e-06,1,0.00377317,species,ERR414343,
Corynebacteriales bacterium X1698,1562462,182,9.7768766338665e-06,1,0.00741246,species,ERR414343,
Parabacteroides distasonis,823,443936,0.023847843435891,1,7.1969,species,ERR414343,Parabacteroides_distasonis_ATCC_8503
Candidatus Desulforudis audaxviator,471827,52,2.79339332396186e-06,1,0.00172634,species,ERR414343,
Dechloromonas aromatica,259537,149,8.0041462551984e-06,1,0.00258203,species,ERR414343,
Erysipelothrix rhusiopathiae,1648,230,1.23553935482928e-05,1,0.0100339,species,ERR414343,
Ottowia sp. oral taxon 894,1658672,91,4.88843831693325e-06,1,0.00242602,species,ERR414343,
Gottschalkia acidurici,1556,180,9.66943842909874e-06,1,0.004517,species,ERR414343,
Actinomyces odontolyticus,1660,230,1.23553935482928e-05,1,0.00749383,species,ERR414343,Actinomyces_odontolyticus_ATCC_17982
Porphyromonas gingivalis,837,381,2.0466978008259e-05,1,0.0126197,species,ERR414343,Porphyromonas_gingivalis_W83
Paenibacillus stellifer,169760,128,6.87604510513688e-06,1,0.00176433,species,ERR414343,
Fusobacterium nucleatum,851,84,4.51240460024608e-06,1,0.00301311,species,ERR414343,Fusobacterium_nucleatum_subsp_animalis_3_1_33|Fusobacterium_nucleatum_subsp_animalis_7_1|Fusobacterium_nucleatum_subsp_animalis_D11|Fusobacterium_nucleatum_subsp_vincentii_3_1_27|Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2|Fusobacterium_nucleatum_subsp_vincentii_4_1_13|Fusobacterium_sp_4_8
Candidatus Profftella armatura,669502,50,2.68595511919409e-06,1,0.00838946,species,ERR414343,
Ruminococcus bromii,40518,124268,0.00667556541504023,1,4.30971,species,ERR414343,Ruminococcus_bromii_L2_63
Slackia heliotrinireducens,84110,475,2.55165736323439e-05,1,0.011706,species,ERR414343,
Histophilus somni,731,2671,0.000143483722467348,1,0.103502,species,ERR414343,
Bacteroides thetaiotaomicron,818,347181,0.0186502516847385,1,4.30293,species,ERR414343,Bacteroides_thetaiotaomicron_VPI_5482
Lachnoclostridium phytofermentans,66219,1174,6.30662261986773e-05,1,0.0188902,species,ERR414343,
Dehalococcoides mccartyi,61435,60,3.22314614303291e-06,1,0.00318428,species,ERR414343,
Mollicutes bacterium HR1,1541959,97,5.21075293123654e-06,1,0.00402718,species,ERR414343,
butyrate-producing bacterium SM4/1,245012,15024,0.000807075794215441,1,0.376946,species,ERR414343,
butyrate-producing bacterium SS3/4,245014,151862,0.00815789032622107,1,3.28941,species,ERR414343,
Alistipes finegoldii,214856,78232,0.00420255281769585,1,1.63409,species,ERR414343,Alistipes_finegoldii_DSM_17242
Dichelobacter nodosus,870,35,1.88016858343587e-06,1,0.00196495,species,ERR414343,
Methylobacillus flagellatus,405,115,6.17769677414642e-06,1,0.00301866,species,ERR414343,
Spiroplasma taiwanense,2145,31,1.66529217390034e-06,1,0.00222592,species,ERR414343,
Streptococcus sp. HSISS2,1316411,164,8.80993279095663e-06,1,0.00541825,species,ERR414343,
Kocuria rhizophila,72000,66,3.5454607573362e-06,1,0.00190841,species,ERR414343,Kocuria_rhizophila_DC2201
Mycoplasma canadense,29554,35,1.88016858343587e-06,1,0.00393802,species,ERR414343,
Selenomonas sputigena,69823,272,1.46115958484159e-05,1,0.00826052,species,ERR414343,
Lactobacillus sakei,1599,57,3.06198883588127e-06,1,0.00235904,species,ERR414343,Lactobacillus_sakei_subsp_sakei_23K
Parvimonas micra,33033,201,1.07975395791603e-05,1,0.00963609,species,ERR414343,Parvimonas_micra_ATCC_33270
Leuconostoc mesenteroides,1245,70,3.76033716687173e-06,1,0.00294381,species,ERR414343,Leuconostoc_mesenteroides_subsp_cremoris_ATCC_19254
Thermosediminibacter oceani,291990,52,2.79339332396186e-06,1,0.00177892,species,ERR414343,
Magnetospirillum magneticum,84159,113,6.07025856937865e-06,1,0.00177446,species,ERR414343,
Ethanoligenens harbinense,253239,1202,6.4570361065426e-05,1,0.0311629,species,ERR414343,
Megamonas hypermegale,158847,105,5.6405057503076e-06,1,0.00370599,species,ERR414343,Megamonas_hypermegale_ART12_1
Akkermansia muciniphila,239935,118103,0.0063443871488436,1,3.45784,species,ERR414343,Akkermansia_muciniphila_ATCC_BAA_835
Campylobacter concisus,199,74,3.97521357640726e-06,1,0.00274931,species,ERR414343,Campylobacter_concisus_13826
Bacteroides fragilis,817,240099,0.0128979027632677,4,3.53219,species,ERR414343,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
Pelotomaculum thermopropionicum,110500,93,4.99587652170101e-06,1,0.00239772,species,ERR414343,
Klebsiella oxytoca,571,271,1.4557876746032e-05,1,0.00316204,species,ERR414343,
Candidatus Phytoplasma mali,37692,15,8.05786535758228e-07,1,0.00194371,species,ERR414343,
Streptococcus sanguinis,1305,269,1.44504385412642e-05,1,0.00878483,species,ERR414343,Streptococcus_sanguinis_SK36
Methanobrevibacter smithii,2173,7642,0.000410521380417625,1,0.321654,species,ERR414343,Methanobrevibacter_smithii_ATCC_35061
Streptococcus suis,1307,1126,6.0487709284251e-05,1,0.0430945,species,ERR414343,
Bacteroides vulgatus,821,1739211,0.0934288537761736,1,26.2742,species,ERR414343,Bacteroides_vulgatus_ATCC_8482
Streptococcus sp. I-G2,1156431,169,9.07852830287604e-06,1,0.00661559,species,ERR414343,Streptococcus_sp_I_G2
Acholeplasma laidlawii,2148,42,2.25620230012304e-06,1,0.00218839,species,ERR414343,
Atopobium parvulum,1382,85,4.56612370262996e-06,1,0.00429458,species,ERR414343,Atopobium_parvulum_DSM_20469
Clostridium tetani,1513,321,1.72438318652261e-05,2,0.00872525,species,ERR414343,
Acholeplasma palmae,38986,94,5.0495956240849e-06,1,0.00471745,species,ERR414343,
[Clostridium] cellulolyticum,1521,152,8.16530356235004e-06,1,0.00291394,species,ERR414343,
Butyrivibrio proteoclasticus,43305,1665,8.94423054691633e-05,1,0.0294829,species,ERR414343,
Clostridium novyi,1542,233,1.25165508554445e-05,1,0.00713344,species,ERR414343,
Streptococcus pasteurianus,197614,447,2.40124387655952e-05,1,0.0166022,species,ERR414343,
Desulfovibrio vulgaris,881,249,1.33760564935866e-05,1,0.00480706,species,ERR414343,
Heliobacterium modesticaldum,35701,179,9.61571932671485e-06,1,0.00453989,species,ERR414343,
Candidatus Azobacteroides pseudotrichonymphae,511435,43,2.30992140250692e-06,1,0.00273803,species,ERR414343,
Mucinivorans hirudinis,1433126,213,1.14421688077668e-05,1,0.00527558,species,ERR414343,
Bifidobacterium angulatum,1683,48,2.57851691442633e-06,1,0.00185166,species,ERR414343,Bifidobacterium_angulatum_DSM_20098
,0,8456431,0.454271882691233,0,0,species,ERR414343,
Escherichia fergusonii,564,245,1.33911210308649e-05,1,0.00392712,species,ERR414344,Escherichia_fergusonii_ATCC_35469
Clostridium saccharoperbutylacetonicum,36745,229,1.25165988410941e-05,1,0.00267938,species,ERR414344,Clostridium_saccharoperbutylacetonicum_N1_4_HMT
Selenomonas ruminantium,971,271,1.48122195892424e-05,1,0.00581987,species,ERR414344,Selenomonas_ruminantium_AC2024
Prevotella dentalis,52227,501,2.73834760671972e-05,1,0.0116642,species,ERR414344,
Jonquetella anthropi,428712,71,3.88069221710779e-06,1,0.00330443,species,ERR414344,
Barnesiella viscericola,397865,29420,0.001608027676441,1,0.745813,species,ERR414344,
Porphyromonas asaccharolytica,28123,5418,0.000296135076511127,1,0.19329,species,ERR414344,Porphyromonas_asaccharolytica_DSM_20707
Peptoniphilus sp. 1-1,875453,455,2.48692247716062e-05,1,0.0221557,species,ERR414344,
Dehalobacter restrictus,55583,206,1.12594731932986e-05,1,0.00545911,species,ERR414344,
Treponema succinifaciens,167,2164,0.000118279126166496,1,0.0582556,species,ERR414344,
Haemophilus parainfluenzae,729,519,2.83673135306893e-05,1,0.0193984,species,ERR414344,Haemophilus_parainfluenzae_T3T1
Prevotella denticola,28129,274,1.49761924998244e-05,1,0.00727535,species,ERR414344,Prevotella_denticola_DSM20614|Prevotella_denticola_F0289
Marichromatium purpuratum,37487,100,5.4657636860673e-06,1,0.00206398,species,ERR414344,
[Clostridium] clariflavum,288965,197,1.07675544615526e-05,1,0.00313741,species,ERR414344,Clostridium_clariflavum_DSM_19732
Coprococcus catus,116085,121171,0.00662292051604461,1,2.68298,species,ERR414344,Coprococcus_catus_GD_7
Faecalitalea cylindroides,39483,27869,0.0015232536816701,1,1.10527,species,ERR414344,Eubacterium_cylindroides_T2_87
Alistipes shahii,328814,213410,0.0116644862824362,1,4.42322,species,ERR414344,Alistipes_shahii_WAL_8301
Thermobacillus composti,377615,221,1.20793377462087e-05,1,0.00395772,species,ERR414344,
Selenomonas sp. oral taxon 478,712538,190,1.03849510035279e-05,1,0.00648823,species,ERR414344,
Actinomyces sp. oral taxon 414,712122,123,6.72288933386278e-06,1,0.00250077,species,ERR414344,
Odoribacter splanchnicus,28118,26921,0.00147143824192618,1,0.478074,species,ERR414344,Odoribacter_splanchnicus_1651_6_DSM_20712
Coriobacterium glomerans,33871,739,4.03919936400374e-05,1,0.0272451,species,ERR414344,
Ruminococcus albus,1264,1127,6.15991567419785e-05,1,0.0196125,species,ERR414344,Ruminococcus_albus_7
Mahella australiensis,252966,121,6.61357406014144e-06,1,0.00300959,species,ERR414344,
Bacteroides salanitronis,376805,2427,0.000132654084660853,1,0.0439358,species,ERR414344,
Butyrivibrio fibrisolvens,831,1346,7.35691792144659e-05,1,0.0331781,species,ERR414344,Butyrivibrio_fibrisolvens_16_4
Ruminococcus sp. SR1/5,657323,113512,0.00620429767532872,1,2.49716,species,ERR414344,Ruminococcus_sp_SR1_5
Ruminococcus bromii,40518,1472690,0.0804937552283446,1,51.074,species,ERR414344,Ruminococcus_bromii_L2_63
Ottowia sp. oral taxon 894,1658672,77,4.20863803827182e-06,1,0.00205278,species,ERR414344,
Treponema sp. OMZ 838,1539298,83,4.53658385943586e-06,1,0.00239064,species,ERR414344,
Corynebacterium vitaeruminis,38305,100,5.4657636860673e-06,1,0.0026605,species,ERR414344,
Bifidobacterium animalis,28025,295,1.61240028738985e-05,1,0.0117218,species,ERR414344,Bifidobacterium_animalis_lactis_AD011|Bifidobacterium_animalis_lactis_BB_12|Bifidobacterium_animalis_lactis_Bi_07|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219|Bifidobacterium_animalis_lactis_CNCM_I_2494|Bifidobacterium_animalis_lactis_DSM_10140|Bifidobacterium_animalis_lactis_V9
Olsenella sp. oral taxon 807,712411,348,1.90208576275142e-05,1,0.00841599,species,ERR414344,
Castellaniella defragrans,75697,161,8.79987953456836e-06,1,0.00317697,species,ERR414344,
[Eubacterium] eligens,39485,284271,0.0155375810880204,1,7.83112,species,ERR414344,Eubacterium_eligens_ATCC_27750
Adlercreutzia equolifaciens,446660,4300,0.000235027838500894,1,0.117169,species,ERR414344,Adlercreutzia_equolifaciens_DSM_19450
Porphyromonas gingivalis,837,112,6.12165532839538e-06,1,0.0036822,species,ERR414344,Porphyromonas_gingivalis_W83
Actinomyces odontolyticus,1660,847,4.62950184209901e-05,1,0.0275968,species,ERR414344,Actinomyces_odontolyticus_ATCC_17982
Streptococcus sp. HSISS3,1316412,211,1.1532761377602e-05,1,0.00685791,species,ERR414344,
Eubacterium acidaminophilum,1731,162,8.85453717142903e-06,1,0.00413611,species,ERR414344,
Candidatus Methanomassiliicoccus intestinalis,1406512,67,3.66206166966509e-06,1,0.00270546,species,ERR414344,
Campylobacter coli,195,521,2.84766288044107e-05,1,0.023462,species,ERR414344,Campylobacter_coli_JV20
Streptococcus sp. I-G2,1156431,148,8.08933025537961e-06,1,0.00579353,species,ERR414344,Streptococcus_sp_I_G2
[Clostridium] stercorarium,1510,156,8.52659135026499e-06,1,0.00409094,species,ERR414344,
Thauera sp. MZ1T,85643,130,7.1054927918875e-06,1,0.00221659,species,ERR414344,
Hymenobacter sp. APR13,1356852,134,7.32412333933019e-06,1,0.00208597,species,ERR414344,
Trueperella pyogenes,1661,165,9.01851008201105e-06,1,0.00550379,species,ERR414344,Trueperella_pyogenes_MS249
Streptococcus pyogenes,1314,458,2.50331976821883e-05,2,0.019001,species,ERR414344,
Streptococcus sp. I-P16,1156433,115,6.2856282389774e-06,1,0.00443274,species,ERR414344,Streptococcus_sp_I_P16
Bifidobacterium scardovii,158787,158,8.63590662398634e-06,1,0.00390204,species,ERR414344,Bifidobacterium_scardovii_JCM_12489
Bifidobacterium asteroides,1684,57,3.11548530105836e-06,1,0.0020514,species,ERR414344,
Rubrivivax gelatinosus,28068,146,7.98001498165826e-06,1,0.00225807,species,ERR414344,
Streptococcus sp. HSISM1,1316408,5023,0.000274545309951161,1,0.167821,species,ERR414344,
Acholeplasma brassicae,61635,57,3.11548530105836e-06,1,0.00236767,species,ERR414344,
Clostridium beijerinckii,1520,199,1.08768697352739e-05,1,0.0024046,species,ERR414344,Clostridium_beijerinckii_NCIMB_8052
Clostridium perfringens,1502,347,1.89661999906535e-05,2,0.00842038,species,ERR414344,Clostridium_perfringens_ATCC_13124
Burkholderiales bacterium GJ-E10,1469502,445,2.43226484029995e-05,1,0.0105935,species,ERR414344,
Blautia obeum,40520,189568,0.0103613389044041,1,3.93515,species,ERR414344,Blautia_obeum_ATCC_29174|Ruminococcus_obeum_A2_162
Streptococcus lutetiensis,150055,494,2.70008726091725e-05,1,0.0195045,species,ERR414344,Streptococcus_lutetiensis_033
Ornithobacterium rhinotracheale,28251,578,3.1592114105469e-05,1,0.0188017,species,ERR414344,
Lactobacillus ruminis,1623,521,2.84766288044107e-05,1,0.0196637,species,ERR414344,Lactobacillus_ruminis_ATCC_25644
Megasphaera elsdenii,907,49585,0.00271019892373647,1,1.56286,species,ERR414344,Megasphaera_elsdenii_DSM_20460
Roseburia hominis,301301,452328,0.0247231795659145,1,9.82193,species,ERR414344,Roseburia_hominis_A2_183
Streptococcus pseudopneumoniae,257758,175,9.56508645061778e-06,1,0.00621735,species,ERR414344,Streptococcus_pseudopneumoniae_IS7493
Filifactor alocis,143361,261,1.42656432206357e-05,1,0.0105427,species,ERR414344,Filifactor_alocis_ATCC_35896
Clostridium sp. SY8519,1042156,9947,0.000543679513853115,1,0.273603,species,ERR414344,Clostridium_sp_SY8519
Bordetella hinzii,103855,139,7.59741152363355e-06,1,0.00220681,species,ERR414344,Bordetella_hinzii_OH87_BAL007II
Bacteroides xylanisolvens,371601,18280,0.000999141601813103,1,0.238589,species,ERR414344,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Prevotella fusca,589436,360,1.96767492698423e-05,1,0.0086087,species,ERR414344,
[Eubacterium] sulci,143393,325,1.77637319797187e-05,1,0.0145742,species,ERR414344,Eubacterium_sulci_ATCC_35585
Campylobacter ureolyticus,827,44,2.40493602186961e-06,1,0.00209028,species,ERR414344,Bacteroides_ureolyticus_DSM_20703
Prevotella ruminicola,839,190,1.03849510035279e-05,1,0.00409442,species,ERR414344,Prevotella_ruminicola_23
Acidaminococcus intestini,187327,25767,0.00140836332898896,1,0.807884,species,ERR414344,Acidaminococcus_intestini_RyC_MR95
Clostridium pasteurianum,1501,247,1.35004363045862e-05,2,0.00410089,species,ERR414344,
Bifidobacterium longum,216816,505,2.76021066146399e-05,2,0.0158731,species,ERR414344,Bifidobacterium_longum_DJO10A|Bifidobacterium_longum_E18|Bifidobacterium_longum_infantis_157F_NC|Bifidobacterium_longum_infantis_ATCC_15697|Bifidobacterium_longum_longum_ATCC_55813|Bifidobacterium_longum_longum_BBMN68|Bifidobacterium_longum_longum_CCUG_52486|Bifidobacterium_longum_longum_JCM_1217|Bifidobacterium_longum_longum_JDM301|Bifidobacterium_longum_NCC2705
