study_accession,sample_accession,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,fastq_ftp,fastq_galaxy,submitted_ftp,submitted_galaxy,sra_ftp,sra_galaxy,cram_index_ftp,cram_index_galaxy
PRJEB5224,SAMEA2338769,ERS396439,ERX380693,ERR414390,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414390/ERR414390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414390/ERR414390_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414390/ERR414390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414390/ERR414390_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC38-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC38-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC38-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC38-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414390,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414390,,
PRJEB5224,SAMEA2338770,ERS396440,ERX380694,ERR414391,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414391/ERR414391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414391/ERR414391_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414391/ERR414391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414391/ERR414391_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC40-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC40-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC40-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC40-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414391,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414391,,
PRJEB5224,SAMEA2338772,ERS396442,ERX380695,ERR414392,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414392/ERR414392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414392/ERR414392_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414392/ERR414392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414392/ERR414392_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC41-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC41-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC41-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC41-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414392,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414392,,
PRJEB5224,SAMEA2338771,ERS396441,ERX380696,ERR414393,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414393/ERR414393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414393/ERR414393_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414393/ERR414393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414393/ERR414393_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC4-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC4-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC4-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC4-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414393,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414393,,
PRJEB5224,SAMEA2338773,ERS396443,ERX380697,ERR414394,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414394/ERR414394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414394/ERR414394_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414394/ERR414394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414394/ERR414394_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC43-1_111206.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC43-1_111206.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC43-1_111206.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC43-1_111206.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414394,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414394,,
PRJEB5224,SAMEA2338774,ERS396444,ERX380698,ERR414395,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414395/ERR414395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414395/ERR414395_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414395/ERR414395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414395/ERR414395_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC44-1_111206.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC44-1_111206.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC44-1_111206.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC44-1_111206.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414395,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414395,,
PRJEB5224,SAMEA2338775,ERS396445,ERX380699,ERR414396,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414396/ERR414396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414396/ERR414396_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414396/ERR414396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414396/ERR414396_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC46-1_111206.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC46-1_111206.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC46-1_111206.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC46-1_111206.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414396,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414396,,
PRJEB5224,SAMEA2338776,ERS396446,ERX380700,ERR414397,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414397/ERR414397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414397/ERR414397_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414397/ERR414397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414397/ERR414397_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC47-1_111206.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC47-1_111206.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC47-1_111206.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC47-1_111206.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414397,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414397,,
PRJEB5224,SAMEA2338777,ERS396447,ERX380701,ERR414398,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414398/ERR414398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414398/ERR414398_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414398/ERR414398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414398/ERR414398_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC48-1_111213.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC48-1_111213.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC48-1_111213.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC48-1_111213.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414398,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414398,,
PRJEB5224,SAMEA2338778,ERS396448,ERX380702,ERR414399,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414399/ERR414399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414399/ERR414399_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414399/ERR414399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414399/ERR414399_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC5-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC5-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC5-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC5-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414399,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414399,,
PRJEB5224,SAMEA2338779,ERS396449,ERX380703,ERR414400,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414400/ERR414400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414400/ERR414400_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414400/ERR414400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414400/ERR414400_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-0_100908.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-0_100908.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-0_100908.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-0_100908.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414400,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414400,,
PRJEB5224,SAMEA2338780,ERS396450,ERX380704,ERR414401,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414401/ERR414401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414401/ERR414401_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414401/ERR414401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414401/ERR414401_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414401,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414401,,
PRJEB5224,SAMEA2338781,ERS396451,ERX380705,ERR414402,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414402/ERR414402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414402/ERR414402_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414402/ERR414402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414402/ERR414402_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-2_100908.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-2_100908.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-2_100908.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC6-2_100908.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414402,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414402,,
PRJEB5224,SAMEA2338782,ERS396452,ERX380706,ERR414403,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414403/ERR414403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414403/ERR414403_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414403/ERR414403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414403/ERR414403_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC7-0_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC7-0_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC7-0_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC7-0_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414403,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414403,,
PRJEB5224,SAMEA2338783,ERS396453,ERX380707,ERR414404,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414404/ERR414404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414404/ERR414404_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414404/ERR414404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414404/ERR414404_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC7-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC7-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC7-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC7-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414404,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414404,,
PRJEB5224,SAMEA2338784,ERS396454,ERX380708,ERR414405,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414405/ERR414405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414405/ERR414405_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414405/ERR414405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414405/ERR414405_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-0_100908.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-0_100908.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-0_100908.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-0_100908.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414405,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414405,,
PRJEB5224,SAMEA2338785,ERS396455,ERX380709,ERR414406,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414406/ERR414406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414406/ERR414406_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414406/ERR414406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414406/ERR414406_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414406,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414406,,
PRJEB5224,SAMEA2338786,ERS396456,ERX380710,ERR414407,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414407/ERR414407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414407/ERR414407_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414407/ERR414407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414407/ERR414407_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-2_100908.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-2_100908.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-2_100908.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC8-2_100908.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414407,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414407,,
PRJEB5224,SAMEA2338787,ERS396457,ERX380711,ERR414408,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414408/ERR414408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414408/ERR414408_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414408/ERR414408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414408/ERR414408_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC9-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC9-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC9-1_111207.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/O2.UC9-1_111207.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414408,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414408,,
PRJEB5224,SAMEA2338788,ERS396458,ERX380712,ERR414409,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414409/ERR414409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414409/ERR414409_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414409/ERR414409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414409/ERR414409_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD1-0-PN_101220.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD1-0-PN_101220.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD1-0-PN_101220.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD1-0-PN_101220.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414409,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414409,,
PRJEB5224,SAMEA2338789,ERS396459,ERX380713,ERR414410,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414410/ERR414410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414410/ERR414410_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414410/ERR414410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414410/ERR414410_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD1-0-PT_110820.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD1-0-PT_110820.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD1-0-PT_110820.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD1-0-PT_110820.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414410,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414410,,
PRJEB5224,SAMEA2338790,ERS396460,ERX380714,ERR414411,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414411/ERR414411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414411/ERR414411_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414411/ERR414411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414411/ERR414411_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD12-3_100821.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD12-3_100821.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD12-3_100821.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD12-3_100821.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414411,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414411,,
PRJEB5224,SAMEA2338790,ERS396460,ERX380715,ERR414412,408170,human gut metagenome,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414412/ERR414412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414412/ERR414412_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414412/ERR414412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414412/ERR414412_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD12-3_100902.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD12-3_100902.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD12-3_100902.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA282/ERA282701/fastq/V1.CD12-3_100902.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414412,ftp.sra.ebi.ac.uk/vol1/err/ERR414/ERR414412,,
